0.0	start
0.0128511	start
5.0153192	stop
5.0179273	stop
10.0207569	start
10.0235486	start
15.0275329	stop
15.0302637	stop
20.032179000000003	start
20.0365594	start
25.0410974	stop
25.0446285	stop
30.0529358	start
30.054844000000003	start
35.06002	stop
35.0611851	stop
40.063905000000005	start
40.065556900000004	start
45.0679455	stop
45.068638500000006	stop
50.070244	start
50.072028200000005	start
55.074229200000005	stop
55.0752023	stop
60.0790019	start
60.08101920000001	start
65.0839521	stop
65.08485300000001	stop
70.08715140000001	start
70.0890859	start
75.09145600000001	stop
75.0925014	stop
80.09435570000001	start
80.09600130000001	start
85.0982688	stop
85.09924480000001	stop
90.1006753	start
90.1028823	start
95.1053064	stop
95.1089886	stop
100.11211460000001	start
100.1168447	start
105.1196749	stop
105.12073910000001	stop
110.1225383	start
110.12416440000001	start
115.1263174	stop
115.1271167	stop
120.1297658	start
120.1324694	start
