0.0	start
0.6506094	start
5.6550852	stop
6.282190300000001	stop
11.2890102	start
13.9349588	start
18.9387174	stop
20.8771568	stop
25.881990700000003	start
28.1402289	start
33.1425976	stop
35.0873404	stop
40.0929024	start
42.615777800000004	start
47.620552700000005	stop
49.4626304	stop
54.47262610000001	start
57.1833947	start
62.1869219	stop
64.02437830000001	stop
69.02800500000001	start
71.7568609	start
76.7606573	stop
78.70441500000001	stop
83.7094235	start
86.2384038	start
91.2427823	stop
93.18264110000001	stop
98.1863898	start
101.0024362	start
106.0053228	stop
106.6312233	stop
111.6337907	start
114.11512920000001	start
119.1182928	stop
119.73607000000001	stop
124.7382896	start
127.0179162	start
132.02216860000001	stop
133.9504139	stop
