# &vx_@q0l
0.03125	0.268452	n1	"&vx_@q0l"
30.03125	0.268488	n1	"&vx_@q0l"
0.9375	0.268519	n2	"&vx_@q0l"
30.96875	0.268453	n2	"&vx_@q0l"
0.5	0.268474	n3	"&vx_@q0l"
30.5	0.268478	n3	"&vx_@q0l"
0.6875	0.268464	n4	"&vx_@q0l"
30.5	0.268462	n4	"&vx_@q0l"


# iSiiSKZd
0.53125	0.50725	n1	"iSiiSKZd"


# H}00)tzi
0.75	0.706941	n1	"H}00)tzi"
0.5	0.706953	n3	"H}00)tzi"
0.75	0.707034	n5	"H}00)tzi"


# a3=BLd=e
0.5	0.930354	n3	"a3=BLd=e"
0.6875	0.930366	n4	"a3=BLd=e"
