0.0	start
0.22831520000000002	start
5.2352096	stop
5.4277801000000006	stop
10.431000000000001	start
12.791019700000001	start
17.7946901	stop
18.170237800000002	stop
23.172345	start
25.0205246	start
30.0244481	stop
30.418522900000003	stop
35.421567200000005	start
37.919619600000004	start
42.9220132	stop
43.0820437	stop
48.0850914	start
50.2886454	start
55.2912569	stop
55.476562300000005	stop
60.4797584	start
62.1823519	start
67.18452160000001	stop
67.5463635	stop
72.5487018	start
74.9285208	start
79.9309041	stop
80.3041955	stop
85.30858570000001	start
87.8686916	start
92.8720335	stop
93.2390335	stop
98.2417832	start
100.4572344	start
105.45991040000001	stop
105.84230310000001	stop
110.8454677	start
113.1789275	start
118.180248	stop
118.5571999	stop
123.5604768	start
123.68191370000001	start
